,Arm_ID,Point number,Move duration,Success,Manipulability - mu,Manipulability - jacobian,Manipulability - cur pose,Manipulability - roni,Mid joint proximity,Max Mid joint proximity,Sum Mid joint proximity,Sum Mid joint proximity- all joints
32071,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,2,1.7071590423583984,True,0.413,"[[ 0.00000000e+00  3.86009632e-01  9.99571865e-01  8.38143601e-04
   9.07015661e-03]
 [ 1.00000000e+00  8.85437517e-01  2.92589493e-02 -2.86334534e-02
  -3.09863258e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.11751339e-01
   1.57907434e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99571865e-01
   9.99571865e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  2.92589493e-02
   2.92589493e-02]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  3.66906894e-18
   0.00000000e+00]]",[ 0.37242783 -1.5415332   0.05876419  2.16844529 -2.1735391   1.54270305],0.0,[0.032 0.03  0.087 0.06  0.06 ],0.087,0.207,0.26899999999999996
32072,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,3,1.5233900547027588,True,0.445,"[[ 0.00000000e+00  5.20992954e-01  9.96934323e-01 -6.69722960e-03
  -2.42542899e-02]
 [ 1.00000000e+00  8.91297683e-01 -7.82429232e-02 -8.53329322e-02
  -3.09036692e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.49658022e-01
  -2.83772510e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.96934323e-01
   9.96934323e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.82429232e-02
  -7.82429232e-02]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.51548261 -1.6491193   0.11432926  2.03619974 -2.02704566  1.64481237],0.0,[0.012 0.034 0.057 0.053 0.052],0.057,0.162,0.20800000000000002
32073,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,4,1.6131329536437988,True,0.45799999999999996,"[[ 0.00000000e+00  7.47941695e-01  9.42785139e-01 -6.32931334e-02
  -1.03350186e-01]
 [ 1.00000000e+00  6.67545102e-01 -3.33400931e-01 -1.78979181e-01
  -2.92251793e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.82588156e-01
   2.76197306e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.42785139e-01
   9.42785139e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.33400931e-01
  -3.33400931e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.74278882 -1.91070494  0.06371606  1.81346462 -1.82237432  1.91639148],0.0,[0.    0.046 0.084 0.042 0.042],0.084,0.168,0.214
32074,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,5,2.326454162597656,True,0.452,"[[ 0.00000000e+00  9.35953540e-01  9.27973710e-01 -7.42732126e-02
  -1.15518028e-01]
 [ 1.00000000e+00  1.01722011e+00 -3.72645666e-01 -1.84957440e-01
  -2.87666550e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.89477614e-01
  -1.88177344e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.27973710e-01
   9.27973710e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.72645666e-01
  -3.72645666e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  2.16115428e-17
  -5.63785130e-18]]",[ 0.93236495 -1.95265474  0.47773255  1.79400734 -1.78793706  1.95873238],0.0,[0.007 0.048 0.017 0.041 0.04 ],0.040999999999999995,0.098,0.15300000000000002
32075,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,6,1.9282031059265137,True,0.45299999999999996,"[[ 0.00000000e+00  9.24239938e-01  9.06810774e-01 -1.39208441e-01
  -1.30669954e-01]
 [ 1.00000000e+00  8.10565342e-01 -4.21537922e-01 -2.99464670e-01
  -2.81096709e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.96426704e-01
   3.16283928e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.06810774e-01
   9.06810774e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21537922e-01
  -4.21537922e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  1.80499907e-18
   7.77156117e-16]]",[ 0.90519246 -2.00593695  0.30963157  1.53027412 -1.540477    2.01498413],0.0,[0.005 0.051 0.002 0.03  0.03 ],0.03,0.062,0.11800000000000001
32076,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,7,1.7109379768371582,True,0.424,"[[ 0.00000000e+00  8.99969336e-01  8.83591328e-01 -2.11296350e-01
  -1.45156389e-01]
 [ 1.00000000e+00  6.69095674e-01 -4.68258866e-01 -3.98710277e-01
  -2.73906029e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.81895119e-01
  -2.26046108e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  8.83591328e-01
   8.83591328e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.68258866e-01
  -4.68258866e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00 -1.77981678e-17
   0.00000000e+00]]",[ 0.91544756 -2.05811555  0.19762576  1.2844042  -1.27711233  2.0492034 ],0.0,[0.006 0.054 0.024 0.021 0.021],0.024,0.066,0.126
32077,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,8,1.8241760730743408,True,0.442,"[[ 0.00000000e+00  8.34252989e-01  9.39497379e-01 -1.63826780e-01
  -1.06187175e-01]
 [ 1.00000000e+00  9.22514738e-01 -3.42556090e-01 -4.49312784e-01
  -2.91229891e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.67765455e-01
   3.07153847e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.39497379e-01
   9.39497379e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.42556090e-01
  -3.42556090e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   6.24500451e-17]]",[ 0.82367908 -1.92043258  0.33747862  1.22757049 -1.23747884  1.91943696],0.0,[0.001 0.047 0.    0.019 0.019],0.019,0.038,0.08600000000000001
32078,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,9,1.9165289402008057,True,0.446,"[[ 0.00000000e+00  4.14346122e-01  9.99545138e-01  1.61498511e-02
   9.34869758e-03]
 [ 1.00000000e+00  9.76585550e-01  3.01581861e-02 -5.35261143e-01
  -3.09847721e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.43609701e-01
   2.64418805e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99545138e-01
   9.99545138e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  3.01581861e-02
   3.01581861e-02]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.40528151 -1.54063357  0.14864541  1.10287503 -1.11140477  1.5448117 ],0.0,[0.026 0.03  0.041 0.015 0.016],0.040999999999999995,0.07200000000000001,0.128
32079,_roll_z_0_1_pris_y_0_7_pitch_z_0_5_pitch_y_0_3,10,2.035677194595337,True,0.359,"[[ 0.00000000e+00  8.80833325e-01  8.28554275e-01 -3.13369861e-01
  -1.73562102e-01]
 [ 1.00000000e+00  5.23957734e-01 -5.59908755e-01 -4.63725447e-01
  -2.56837601e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -4.36449695e-01
  -3.26242572e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  8.28554275e-01
   8.28554275e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.59908755e-01
  -5.59908755e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.8693874  -2.165072    0.11231371  1.04789624 -1.03737209  2.16583192],0.0,[0.003 0.059 0.058 0.014 0.014],0.057999999999999996,0.08600000000000001,0.14800000000000002
32410,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,1,3.027138948440552,True,0.629,"[[ 0.00000000e+00  3.27238419e-01  9.32100498e-01 -2.76990882e-02
   3.98410623e-02]
 [ 1.00000000e+00  1.01861786e+00  3.62199754e-01  7.12820304e-02
  -1.02528711e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.73962232e-01
   7.43744363e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.32100498e-01
   9.32100498e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  3.62199754e-01
   3.62199754e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   5.04154010e-18]]",[ 0.30820664 -1.20016952  0.01592854  1.84044075 -1.84720211  1.20992879],0.0,[0.043 0.018 0.114 0.043 0.043],0.114,0.2,0.26099999999999995
32411,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,2,1.9264018535614011,True,0.6809999999999999,"[[ 0.00000000e+00  8.74569504e-01  9.81954661e-01 -3.03564439e-03
  -2.08017454e-02]
 [ 1.00000000e+00  8.67220004e-01 -1.89116481e-01 -1.57620591e-02
  -1.08009470e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.94782005e-01
  -1.11437503e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.81954661e-01
   9.81954661e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.89116481e-01
  -1.89116481e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00 -6.00766820e-18
   1.04742713e-16]]",[ 0.8366136  -1.76105864  0.20196623  1.70540624 -1.69527539  1.76997868],0.0,[0.002 0.039 0.022 0.037 0.036],0.037000000000000005,0.095,0.136
32412,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,3,1.5341169834136963,True,0.696,"[[ 0.00000000e+00  8.03677543e-01  9.94423975e-01 -1.10545425e-02
  -1.16000739e-02]
 [ 1.00000000e+00  9.36936247e-01 -1.05455950e-01 -1.04241650e-01
  -1.09385878e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -7.00390716e-01
  -4.09830559e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.94423975e-01
   9.94423975e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.05455950e-01
  -1.05455950e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.78914954 -1.67644872  0.20146445  1.5781865  -1.57446076  1.67710943],0.0,[0.    0.036 0.023 0.032 0.031],0.032,0.086,0.122
32413,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,4,1.7183549404144287,True,0.6679999999999999,"[[ 0.00000000e+00  8.82574458e-01  9.71892422e-01 -5.65326449e-02
  -2.58956896e-02]
 [ 1.00000000e+00  7.26286389e-01 -2.35425404e-01 -2.33380290e-01
  -1.06903606e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.86781161e-01
   1.01606563e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.71892422e-01
   9.71892422e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.35425404e-01
  -2.35425404e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   6.93889390e-18]]",[ 0.86176063 -1.80845258  0.09865269  1.38380211 -1.3930392   1.81453985],0.0,[0.003 0.041 0.064 0.024 0.025],0.064,0.113,0.157
32414,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,5,2.1367318630218506,True,0.6729999999999999,"[[ 0.00000000e+00  9.55298969e-01  9.70933741e-01 -5.05406233e-02
  -2.63271567e-02]
 [ 1.00000000e+00  9.85667333e-01 -2.39348429e-01 -2.05021594e-01
  -1.06797963e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.91614074e-01
   1.03722798e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.70933741e-01
   9.70933741e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.39348429e-01
  -2.39348429e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  7.94170377e-18
   2.60208521e-17]]",[ 0.93894821 -1.81249105  0.37066698  1.42576833 -1.43519782  1.82023508],0.0,[0.008 0.042 0.    0.026 0.026],0.026000000000000002,0.052000000000000005,0.102
32415,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,6,1.8411788940429688,True,0.623,"[[ 0.00000000e+00  8.88439666e-01  9.68469762e-01 -9.58794568e-02
  -2.74042246e-02]
 [ 1.00000000e+00  8.71291817e-01 -2.49131131e-01 -3.72720802e-01
  -1.06530897e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.43361036e-01
   4.20042459e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.68469762e-01
   9.68469762e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.49131131e-01
  -2.49131131e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  2.03520730e-17
   0.00000000e+00]]",[ 0.90095582 -1.82257932  0.25015776  1.16728325 -1.17110182  1.82097748],0.0,[0.005 0.042 0.01  0.017 0.017],0.017,0.044,0.091
32416,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,7,1.9182507991790767,True,0.584,"[[ 0.00000000e+00  8.71986597e-01  9.47849340e-01 -1.41087470e-01
  -3.50583946e-02]
 [ 1.00000000e+00  6.58691518e-01 -3.18718731e-01 -4.19585210e-01
  -1.04261448e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.16574596e-01
  -6.77884064e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.47849340e-01
   9.47849340e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.18718731e-01
  -3.18718731e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  4.41107491e-17
   0.00000000e+00]]",[ 0.84806447 -1.89517374  0.08725878  1.07555163 -1.06938901  1.89330145],0.0,[0.002 0.045 0.07  0.015 0.014],0.07,0.099,0.14600000000000002
32417,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,8,1.9200210571289065,True,0.564,"[[ 0.00000000e+00  8.23792267e-01  9.71135522e-01 -1.19415383e-01
  -2.62373390e-02]
 [ 1.00000000e+00  9.22326719e-01 -2.38528400e-01 -4.86183282e-01
  -1.06821711e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -5.80012817e-01
   8.50893897e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.71135522e-01
   9.71135522e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.38528400e-01
  -2.38528400e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00 -5.06099727e-17
  -5.55111512e-17]]",[ 0.79477846 -1.81164656  0.27720209  0.97875871 -0.98649418  1.81514038],0.0,[0.    0.042 0.005 0.012 0.012],0.012,0.028999999999999998,0.071
32418,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,9,1.520740032196045,True,0.523,"[[ 0.00000000e+00  7.85069489e-01  9.72755337e-01 -1.29322692e-01
  -2.55009669e-02]
 [ 1.00000000e+00  9.77154234e-01 -2.31834109e-01 -5.42626536e-01
  -1.06999793e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -5.37142855e-01
   8.63084344e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.72755337e-01
   9.72755337e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.31834109e-01
  -2.31834109e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.82288954 -1.80475907  0.31753788  0.87661844 -0.88446474  1.79814491],0.0,[0.001 0.041 0.001 0.01  0.01 ],0.01,0.021,0.063
32419,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_1,10,2.2095370292663574,True,0.483,"[[ 0.00000000e+00  8.63531769e-01  8.87299008e-01 -2.53625738e-01
  -5.07294706e-02]
 [ 1.00000000e+00  4.78695834e-01 -4.61194613e-01 -4.87954238e-01
  -9.75991646e-02]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -5.45438942e-01
  -9.61190844e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  8.87299008e-01
   8.87299008e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.61194613e-01
  -4.61194613e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
  -2.22044605e-16]]",[ 0.85000697 -2.0501374   0.00800254  0.89119821 -0.88246     2.050492  ],0.0,[0.002 0.053 0.119 0.01  0.01 ],0.11900000000000001,0.139,0.19399999999999998
32420,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,1,3.3434360027313232,True,0.541,"[[ 0.00000000e+00  1.77049695e-01  8.93751206e-01 -1.85258238e-02
   1.39047403e-01]
 [ 1.00000000e+00  1.00404141e+00  4.48563019e-01  3.69122657e-02
  -2.77048662e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.08614226e-01
  -3.13985469e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  8.93751206e-01
   8.93751206e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  4.48563019e-01
   4.48563019e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.15594831 -1.10563945  0.00294528  2.09651524 -2.08638651  1.10074944],0.0,[0.078 0.015 0.123 0.056 0.055],0.12300000000000001,0.234,0.327
32421,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,2,1.929296970367432,True,0.625,"[[ 0.00000000e+00  6.89895027e-01  9.97025749e-01  1.58887929e-04
  -2.38909242e-02]
 [ 1.00000000e+00  8.21130105e-01 -7.70691596e-02  2.05549610e-03
  -3.09071316e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.24559299e-01
   2.03603535e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.97025749e-01
   9.97025749e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.70691596e-02
  -7.70691596e-02]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.71436715 -1.64794199  0.05685749  2.03285604 -2.03942394  1.655162  ],0.0,[0.    0.034 0.088 0.052 0.053],0.08800000000000001,0.193,0.227
32422,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,3,1.7187721729278564,True,0.6629999999999999,"[[ 0.00000000e+00  7.55172052e-01  9.95782806e-01 -8.73843539e-03
  -2.84386592e-02]
 [ 1.00000000e+00  9.01333735e-01 -9.17420427e-02 -9.48483755e-02
  -3.08677756e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.69297148e-01
  -3.04727169e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.95782806e-01
   9.95782806e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.17420427e-02
  -9.17420427e-02]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00 -2.51632504e-18
  -3.88578059e-16]]",[ 0.77685642 -1.66266755  0.15181366  1.8825878  -1.87275773  1.67000849],0.0,[0.    0.035 0.04  0.045 0.044],0.045,0.129,0.16399999999999998
32423,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,4,1.8321790695190432,True,0.6829999999999999,"[[ 0.00000000e+00  8.36649032e-01  9.82447231e-01 -4.22462105e-02
  -5.78266380e-02]
 [ 1.00000000e+00  6.90320367e-01 -1.86540716e-01 -2.22496586e-01
  -3.04553458e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89669416e-12 -6.93190669e-01
   1.80855392e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.82447231e-01
   9.82447231e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.86540716e-01
  -1.86540716e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00 -3.05547784e-18
   0.00000000e+00]]",[ 0.80422355 -1.7584362   0.01927244  1.69039975 -1.69623383  1.7622605 ],0.0,[0.001 0.039 0.112 0.036 0.036],0.11199999999999999,0.184,0.22399999999999998
32424,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,5,2.2205259799957275,True,0.687,"[[ 0.00000000e+00  8.67313978e-01  9.87074617e-01 -3.69677713e-02
  -4.96795878e-02]
 [ 1.00000000e+00  1.01687255e+00 -1.60261353e-01 -2.27690258e-01
  -3.05984314e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.93138242e-01
   2.35327518e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.87074617e-01
   9.87074617e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.60261353e-01
  -1.60261353e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  6.15262515e-18
   0.00000000e+00]]",[ 0.90980258 -1.73175175  0.32772599  1.6843535  -1.69194478  1.73241177],0.0,[0.006 0.038 0.001 0.036 0.036],0.036000000000000004,0.073,0.117
32425,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,6,1.535125970840454,True,0.6729999999999999,"[[ 0.00000000e+00  9.79420107e-01  9.62430111e-01 -9.03237372e-02
  -8.41725053e-02]
 [ 1.00000000e+00  8.87753293e-01 -2.71529521e-01 -3.20150398e-01
  -2.98347499e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89669416e-12 -7.01572176e-01
  -1.93884618e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.62430111e-01
   9.62430111e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.71529521e-01
  -2.71529521e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.96811792 -1.84577823  0.30534197  1.53842781 -1.53217342  1.85562587],0.0,[0.011 0.043 0.002 0.03  0.03 ],0.03,0.062,0.116
32426,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,7,1.907655954360962,True,0.657,"[[ 0.00000000e+00  9.48036113e-01  9.50873770e-01 -1.30313792e-01
  -9.59670665e-02]
 [ 1.00000000e+00  6.72291065e-01 -3.09578863e-01 -4.00259778e-01
  -2.94763555e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89663865e-12 -6.93335569e-01
  -2.18374136e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.50873770e-01
   9.50873770e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.09578863e-01
  -3.09578863e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   2.42861287e-17]]",[ 0.91441763 -1.88554643  0.11775588  1.41162997 -1.40458558  1.88375642],0.0,[0.006 0.045 0.055 0.025 0.025],0.055,0.105,0.156
32427,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,8,2.0101780891418457,True,0.648,"[[ 0.00000000e+00  9.81342520e-01  9.56508577e-01 -1.41938295e-01
  -9.04244851e-02]
 [ 1.00000000e+00  9.05551885e-01 -2.91704204e-01 -4.65420773e-01
  -2.96505139e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89669416e-12 -6.74509245e-01
   2.84873734e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.56508577e-01
   9.56508577e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.91704204e-01
  -2.91704204e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.96726504 -1.86680437  0.33742988  1.31576051 -1.32495011  1.86959809],0.0,[0.01  0.044 0.    0.022 0.022],0.022000000000000002,0.044000000000000004,0.098
32428,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,9,1.5256612300872805,True,0.619,"[[ 0.00000000e+00  9.32418890e-01  9.66652915e-01 -1.51591508e-01
  -7.93850636e-02]
 [ 1.00000000e+00  1.00740839e+00 -2.56090104e-01 -5.72206309e-01
  -2.99651576e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89669416e-12 -6.43338119e-01
  -2.63526539e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.66652915e-01
   9.66652915e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.56090104e-01
  -2.56090104e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]]",[ 0.93125939 -1.82977157  0.39759751  1.15622678 -1.14772582  1.82317524],0.0,[0.007 0.042 0.002 0.017 0.017],0.017,0.036000000000000004,0.085
32429,_roll_z_0_1_pris_y_0_7_pitch_z_0_7_pitch_y_0_3,10,2.216403007507324,True,0.611,"[[ 0.00000000e+00  9.41018258e-01  9.24275766e-01 -2.06803778e-01
  -1.18332898e-01]
 [ 1.00000000e+00  5.43441916e-01 -3.81725435e-01 -5.00736137e-01
  -2.86520677e-01]
 [ 0.00000000e+00  0.00000000e+00  4.89669416e-12 -6.62314770e-01
  -1.79630649e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.24275766e-01
   9.24275766e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.81725435e-01
  -3.81725435e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00 -1.84726390e-17
   2.16840434e-18]]",[ 0.9339646  -1.9624587   0.0465008   1.23333368 -1.22753911  1.96243233],0.0,[0.008 0.049 0.094 0.019 0.019],0.094,0.132,0.189
42870,_roll_z_0_1_roll_y_0_3_pitch_y_0_7_pitch_y_0_3,1,3.8185532093048096,True,0.7240000000000001,"[[ 0.00000000e+00  7.70598637e-02 -1.19838749e-03  4.82661143e-03
   3.01090144e-01]
 [ 1.00000000e+00  9.86820963e-01 -4.89192245e-03  5.84556642e-03
  -7.37747471e-02]
 [ 0.00000000e+00  0.00000000e+00  1.59954693e-01 -6.27778293e-01
   1.41843721e-03]
 [ 0.00000000e+00  0.00000000e+00  9.71280535e-01  2.37923158e-01
   2.37923158e-01]
 [ 0.00000000e+00  0.00000000e+00 -2.37937222e-01  9.71223122e-01
   9.71223122e-01]
 [ 0.00000000e+00  1.00000000e+00  4.89663908e-12  1.08728065e-02
   1.08728065e-02]]",[ 0.1178506  -1.81103785  1.58166935  0.45353105 -2.02890327  0.24541902],0.0,[0.089 0.042 0.032 0.003 0.052],0.052000000000000005,0.087,0.218
