,Arm_ID,Point number,Move duration,Success,Manipulability - mu,Manipulability - jacobian,Manipulability - cur pose,Manipulability - roni,Mid joint proximity,Max Mid joint proximity,Sum Mid joint proximity,Sum Mid joint proximity- all joints
910,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,1,4.4309680461883545,True,1.156,"[[ 0.00000000e+00  8.10678331e-01  3.51214578e-02  7.37162253e-01
  -4.32311789e-01]
 [ 1.00000000e+00  9.76828531e-01 -2.19794857e-02 -4.61326157e-01
   2.70546594e-01]
 [ 0.00000000e+00  0.00000000e+00  1.25810665e+00 -4.93730686e-01
   3.32525344e-03]
 [ 0.00000000e+00  0.00000000e+00 -5.30494793e-01  0.00000000e+00
  -5.30494793e-01]
 [ 0.00000000e+00  0.00000000e+00 -8.47688194e-01  0.00000000e+00
  -8.47688194e-01]
 [ 0.00000000e+00  1.00000000e+00 -1.82797066e-16  0.00000000e+00
   1.38777878e-16]]",[ 0.79839331  2.5824085  -0.5163746   0.66343012  2.08065077 -2.59180662],0.0,[0.001 0.084 0.003 0.1   0.055],0.1,0.158,0.243
911,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,2,1.6272830963134766,True,0.975,"[[ 0.00000000e+00  7.51347800e-01 -5.02706881e-02  7.25459087e-01
  -4.23577911e-01]
 [ 1.00000000e+00  8.17056663e-01  3.37086215e-02 -4.86450985e-01
   2.84026896e-01]
 [ 0.00000000e+00  0.00000000e+00  1.09706158e+00 -4.86903022e-01
   3.23659713e-03]
 [ 0.00000000e+00  0.00000000e+00 -5.56926697e-01  0.00000000e+00
  -5.56926697e-01]
 [ 0.00000000e+00  0.00000000e+00 -8.30561650e-01  0.00000000e+00
  -8.30561650e-01]
 [ 0.00000000e+00  1.00000000e+00 -3.73123255e-16  0.00000000e+00
  -5.55111512e-16]]",[ 0.76321046  2.55091174 -0.50854057  0.47425321  2.07299059 -2.5457553 ],0.0,[0.    0.082 0.003 0.016 0.054],0.054000000000000006,0.073,0.155
912,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,3,1.6087689399719238,True,1.036,"[[ 0.          0.80817317 -0.08464667  0.74936463 -0.42279231]
 [ 1.          0.89601738  0.05709071 -0.50541574  0.28515609]
 [ 0.          0.          1.19475103 -0.42779385  0.0057152 ]
 [ 0.          0.         -0.5591647   0.         -0.5591647 ]
 [ 0.          0.         -0.82905659  0.         -0.82905659]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.8270725   2.54821472 -0.4420506   0.54922476  2.00164042 -2.55622382],0.0,[0.001 0.082 0.002 0.041 0.051],0.051,0.094,0.177
913,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,4,1.6153101921081543,True,0.8390000000000001,"[[ 0.00000000e+00  8.22445978e-01 -1.94180563e-01  7.14985332e-01
  -3.89603020e-01]
 [ 1.00000000e+00  7.11771836e-01  1.64021699e-01 -6.03938454e-01
   3.29092409e-01]
 [ 0.00000000e+00  0.00000000e+00  1.07446523e+00 -3.52213456e-01
  -2.76999127e-03]
 [ 0.00000000e+00  0.00000000e+00 -6.45288752e-01  0.00000000e+00
  -6.45288752e-01]
 [ 0.00000000e+00  0.00000000e+00 -7.63938759e-01  0.00000000e+00
  -7.63938759e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
  -1.31838984e-16]]",[ 0.80906499  2.44019145 -0.35993506  0.39830506  1.93616277 -2.43682913],0.0,[0.001 0.075 0.002 0.002 0.047],0.047,0.051,0.127
914,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,5,1.6212210655212402,True,1.069,"[[ 0.00000000e+00  7.86300499e-01 -2.53389272e-01  8.22381889e-01
  -4.36774900e-01]
 [ 1.00000000e+00  9.77247530e-01  1.52715830e-01 -4.95643451e-01
   2.63240985e-01]
 [ 0.00000000e+00  0.00000000e+00  1.24286774e+00 -2.79330626e-01
   5.64540411e-03]
 [ 0.00000000e+00  0.00000000e+00 -5.16190420e-01  0.00000000e+00
  -5.16190420e-01]
 [ 0.00000000e+00  0.00000000e+00 -8.56473847e-01  0.00000000e+00
  -8.56473847e-01]
 [ 0.00000000e+00  1.00000000e+00 -2.52735177e-17  0.00000000e+00
  -1.90748478e-16]]",[ 0.77462585  2.59919568 -0.28309692  0.54778411  1.8428236  -2.59010264],0.0,[0.    0.086 0.001 0.04  0.043],0.043,0.08399999999999999,0.16999999999999998
915,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,6,1.6282129287719729,True,0.9670000000000001,"[[ 0.00000000e+00  7.41820524e-01 -3.56944660e-01  8.34923588e-01
  -4.34694603e-01]
 [ 1.00000000e+00  8.85926778e-01  2.18998297e-01 -5.12255441e-01
   2.66700664e-01]
 [ 0.00000000e+00  0.00000000e+00  1.14306734e+00 -2.01238579e-01
   3.37006898e-03]
 [ 0.00000000e+00  0.00000000e+00 -5.22953897e-01  0.00000000e+00
  -5.22953897e-01]
 [ 0.00000000e+00  0.00000000e+00 -8.52360969e-01  0.00000000e+00
  -8.52360969e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   3.46944695e-18]]",[ 0.73935819  2.59127983 -0.2026222   0.43473805  1.7668105  -2.5958075 ],0.0,[0.    0.085 0.001 0.007 0.04 ],0.04,0.048,0.133
916,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,7,1.7066829204559326,True,0.7290000000000001,"[[ 0.          0.61807611 -0.42707231  0.83120952 -0.42963753]
 [ 1.          0.65287902  0.2730884  -0.53151111  0.27472871]
 [ 0.          0.          0.88301081 -0.16305423  0.00597694]
 [ 0.          0.         -0.53872075  0.         -0.53872075]
 [ 0.          0.         -0.8424844   0.         -0.8424844 ]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.63120342  2.57267471 -0.16378553  0.1657931   1.7228621  -2.57710749],0.0,[0.003 0.084 0.    0.035 0.038],0.038,0.07300000000000001,0.16
917,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,8,1.610023021697998,True,0.976,"[[ 0.          0.6380194  -0.4948962   0.89323001 -0.45737997]
 [ 1.          0.91152836  0.24409134 -0.44055644  0.22558769]
 [ 0.          0.          1.09972346 -0.08972278  0.00370885]
 [ 0.          0.         -0.44234049  0.         -0.44234049]
 [ 0.          0.         -0.89684719  0.         -0.89684719]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.625553    2.68338596 -0.0898436   0.38784093  1.65336761 -2.67566899],0.0,[0.003 0.091 0.    0.001 0.035],0.035,0.036000000000000004,0.13
918,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,9,1.5320398807525637,True,1.058,"[[ 0.00000000e+00  6.24492054e-01 -5.47943892e-01  9.14236653e-01
  -4.66701646e-01]
 [ 1.00000000e+00  9.98346496e-01  2.41395226e-01 -4.02764529e-01
   2.05604171e-01]
 [ 0.00000000e+00  0.00000000e+00  1.16538622e+00 -4.41823082e-02
   4.06179022e-03]
 [ 0.00000000e+00  0.00000000e+00 -4.03158219e-01  0.00000000e+00
  -4.03158219e-01]
 [ 0.00000000e+00  0.00000000e+00 -9.15130291e-01  0.00000000e+00
  -9.15130291e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
  -1.21430643e-17]]",[ 0.62446909  2.72662731 -0.0441967   0.45626802  1.60702864 -2.72526155],0.0,[0.004 0.094 0.    0.012 0.033],0.033,0.045,0.14300000000000002
919,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_5,10,1.8404948711395264,True,0.623,"[[ 0.          0.58351479 -0.49481044  0.81667317 -0.41720092]
 [ 1.          0.53622212  0.34782728 -0.57408086  0.29327162]
 [ 0.          0.          0.77424975 -0.05895845  0.00592849]
 [ 0.          0.         -0.57508125  0.         -0.57508125]
 [ 0.          0.         -0.8180963   0.         -0.8180963 ]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.58210721  2.52888919 -0.05899266  0.06139156  1.61816424 -2.53528754],0.0,[0.006 0.081 0.    0.085 0.033],0.085,0.118,0.205
920,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,1,4.753689050674439,True,1.213,"[[ 0.          0.06555128  0.03414036  0.71697303 -0.7060965 ]
 [ 1.          0.99328485  0.00358764  0.07534307 -0.07420011]
 [ 0.          0.          0.98099478 -0.69301738  0.004698  ]
 [ 0.          0.          0.10450948  0.          0.10450948]
 [ 0.          0.         -0.99452389  0.         -0.99452389]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.07096319 -3.03689198 -0.76566613  0.51965444  2.32984551  3.03325137],0.0,[0.102 0.117 0.007 0.029 0.069],0.069,0.105,0.324
921,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,2,1.5336718559265137,True,1.056,"[[ 0.          0.11894851 -0.03675152  0.68508316 -0.70866676]
 [ 1.          0.82998323 -0.00223004  0.04156997 -0.04300099]
 [ 0.          0.          0.82125509 -0.7272778  -0.00650655]
 [ 0.          0.          0.06056732  0.          0.06056732]
 [ 0.          0.         -0.99816411  0.         -0.99816411]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.13820819 -3.08098824 -0.81434734  0.3576964   2.39430794  3.08835407],0.0,[0.083 0.12  0.008 0.    0.073],0.073,0.08099999999999999,0.28400000000000003
922,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,3,1.8380889892578125,True,1.013,"[[ 0.          0.00529089 -0.16233187  0.76025999 -0.69826673]
 [ 1.          0.90529864 -0.02986371  0.13986278 -0.12845807]
 [ 0.          0.          0.88940015 -0.63438408  0.00470027]
 [ 0.          0.          0.18093082  0.          0.18093082]
 [ 0.          0.         -0.98349582  0.         -0.98349582]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.01857716 -2.95965984 -0.68721148  0.32958287  2.25138766  2.95965906],0.0,[0.119 0.111 0.006 0.    0.064],0.064,0.07,0.3
923,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,4,1.622769117355347,True,0.7559999999999999,"[[ 0.          0.03476151 -0.29011738  0.72640913 -0.69622397]
 [ 1.          0.68837681 -0.05798362  0.14518204 -0.13914915]
 [ 0.          0.          0.66821403 -0.6717529   0.00311334]
 [ 0.          0.          0.19598661  0.          0.19598661]
 [ 0.          0.         -0.98060657  0.         -0.98060657]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.05085653 -2.94432919 -0.73657256  0.07088866  2.30298388  2.94061778],0.0,[0.109 0.11  0.007 0.079 0.067],0.079,0.15300000000000002,0.37200000000000005
924,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,5,7.660804033279419,True,1.103,"[[ 0.00000000e+00  7.67520860e-01 -2.33619422e-01  7.72211897e-01
  -6.10482410e-01]
 [ 1.00000000e+00  9.61674674e-01  1.38707452e-01 -4.58487327e-01
   3.62463269e-01]
 [ 0.00000000e+00  0.00000000e+00  1.21874749e+00 -4.39861521e-01
   5.62185135e-03]
 [ 0.00000000e+00  0.00000000e+00 -5.10527651e-01  0.00000000e+00
  -5.10527651e-01]
 [ 0.00000000e+00  0.00000000e+00 -8.59861336e-01  0.00000000e+00
  -8.59861336e-01]
 [ 0.00000000e+00  1.00000000e+00 -4.30242735e-16  0.00000000e+00
   1.52655666e-16]]",[ 0.74601858  2.60579433 -0.45544447  0.58225044  2.01832261 -2.61500654],0.0,[0.    0.086 0.003 0.055 0.052],0.055,0.11,0.196
925,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,6,1.9155418872833248,True,1.026,"[[ 0.00000000e+00  9.03135142e-01 -3.09990513e-01  7.42330785e-01
  -5.61956001e-01]
 [ 1.00000000e+00  8.93118235e-01  2.39358205e-01 -5.73188395e-01
   4.33912569e-01]
 [ 0.00000000e+00  0.00000000e+00  1.25886944e+00 -3.46987132e-01
  -5.03345853e-03]
 [ 0.00000000e+00  0.00000000e+00 -6.11159822e-01  0.00000000e+00
  -6.11159822e-01]
 [ 0.00000000e+00  0.00000000e+00 -7.91507215e-01  0.00000000e+00
  -7.91507215e-01]
 [ 0.00000000e+00  1.00000000e+00 -2.90759607e-16  0.00000000e+00
  -2.22044605e-16]]",[ 0.88994845  2.48406756 -0.35435673  0.59583508  1.93224249 -2.48153626],0.0,[0.004 0.078 0.002 0.062 0.047],0.062,0.111,0.193
926,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,7,1.7277359962463381,True,0.774,"[[ 0.00000000e+00  7.43921928e-01 -3.74487834e-01  7.27605188e-01
  -5.54745590e-01]
 [ 1.00000000e+00  6.60632553e-01  2.99096730e-01 -5.81125239e-01
   4.43065372e-01]
 [ 0.00000000e+00  0.00000000e+00  9.80456121e-01 -3.64532777e-01
   7.09978155e-03]
 [ 0.00000000e+00  0.00000000e+00 -6.24066938e-01  0.00000000e+00
  -6.24066938e-01]
 [ 0.00000000e+00  0.00000000e+00 -7.81370883e-01  0.00000000e+00
  -7.81370883e-01]
 [ 0.00000000e+00  1.00000000e+00 -5.55111512e-17  0.00000000e+00
  -3.88578059e-16]]",[ 0.75112978  2.46765583 -0.37313101  0.29047584  1.93392747 -2.47221808],0.0,[0.    0.077 0.002 0.004 0.047],0.047,0.053,0.13
927,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,8,1.8171119689941408,True,1.016,"[[ 0.00000000e+00  8.77125736e-01 -4.27003913e-01  7.82071055e-01
  -5.73824247e-01]
 [ 1.00000000e+00  9.16900551e-01  3.11103261e-01 -5.69795378e-01
   4.18072503e-01]
 [ 0.00000000e+00  0.00000000e+00  1.25757512e+00 -2.52384810e-01
   6.41221134e-03]
 [ 0.00000000e+00  0.00000000e+00 -5.88858526e-01  0.00000000e+00
  -5.88858526e-01]
 [ 0.00000000e+00  0.00000000e+00 -8.08236126e-01  0.00000000e+00
  -8.08236126e-01]
 [ 0.00000000e+00  1.00000000e+00 -4.18762455e-16  0.00000000e+00
   0.00000000e+00]]",[ 0.88405128  2.51194684 -0.25514406  0.55650597  1.81690898 -2.50878013],0.0,[0.004 0.08  0.001 0.044 0.042],0.044000000000000004,0.087,0.171
928,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,9,7.1703128814697275,True,1.004,"[[ 0.         -0.00765045 -0.57965513  0.95332289 -0.6994609 ]
 [ 1.          1.02953706 -0.1008891   0.16592606 -0.12174132]
 [ 0.          0.          1.01560036 -0.25227764 -0.00578824]
 [ 0.          0.          0.17147235  0.          0.17147235]
 [ 0.          0.         -0.98518893  0.         -0.98518893]
 [ 0.          1.          0.          0.          0.        ]]","[ 6.48692712e-08 -2.96926870e+00 -2.55033312e-01  3.19030373e-01
  1.83398218e+00  2.97379468e+00]",0.0,[0.125 0.112 0.001 0.001 0.043],0.043,0.045,0.282
929,_roll_z_0_1_pitch_y_0_1_pris_x_0_7_pitch_y_0_7,10,6.054136991500855,True,0.605,"[[ 0.          1.05281272 -0.31288649  0.52067935 -0.37998156]
 [ 1.          0.46700045  0.49381912 -0.8217722   0.5997132 ]
 [ 0.          0.          1.13927303 -0.23148102  0.0076216 ]
 [ 0.          0.         -0.84471515  0.         -0.84471515]
 [ 0.          0.         -0.53521614  0.         -0.53521614]
 [ 0.          1.          0.          0.          0.        ]]",[ 1.04022898  2.13555992 -0.23359978  0.42993374  1.79366125 -2.12606367],0.0,[0.019 0.058 0.001 0.007 0.041],0.040999999999999995,0.049,0.126
1390,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,1,4.147060155868529,True,1.037,"[[ 0.00000000e+00  1.71182561e-01  1.47939643e-02  8.41361764e-01
   4.80118404e-01]
 [ 1.00000000e+00  9.79263833e-01 -5.29799674e-03 -3.01307465e-01
  -1.71939427e-01]
 [ 0.00000000e+00  0.00000000e+00 -9.79642855e-01 -4.48691646e-01
   4.81161910e-03]
 [ 0.00000000e+00  0.00000000e+00  3.37151136e-01  0.00000000e+00
   3.37151136e-01]
 [ 0.00000000e+00  0.00000000e+00  9.41450536e-01  0.00000000e+00
   9.41450536e-01]
 [ 0.00000000e+00  1.00000000e+00 -1.61197037e-17  0.00000000e+00
   0.00000000e+00]]",[ 0.16153686 -0.34388921  2.03609713  0.30156562 -2.04553182  0.35022394],0.0,[0.077 0.001 0.053 0.002 0.053],0.053,0.10800000000000001,0.18600000000000003
1391,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,2,1.5163569450378418,True,0.943,"[[ 0.00000000e+00 -1.40600194e-02  5.95854939e-02  8.69030979e-01
   5.01753780e-01]
 [ 1.00000000e+00  8.67142157e-01 -1.08371754e-02 -1.58055939e-01
  -9.12570055e-02]
 [ 0.00000000e+00  0.00000000e+00 -8.50630475e-01 -4.68832035e-01
  -3.91194673e-03]
 [ 0.00000000e+00  0.00000000e+00  1.78940569e-01  0.00000000e+00
   1.78940569e-01]
 [ 0.00000000e+00  0.00000000e+00  9.83859885e-01  0.00000000e+00
   9.83859885e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   5.20417043e-18]]",[ 0.0137795  -0.17990953  2.05876435  0.15859919 -2.05109379  0.17639774],0.0,[0.12  0.    0.054 0.037 0.053],0.054000000000000006,0.14400000000000002,0.264
1392,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,3,1.6370980739593506,True,0.9129999999999999,"[[ 0.00000000e+00  2.74994540e-03  1.32817202e-01  8.97438682e-01
   4.99816963e-01]
 [ 1.00000000e+00  8.64598597e-01 -2.69112969e-02 -1.81838183e-01
  -1.01272444e-01]
 [ 0.00000000e+00  0.00000000e+00 -8.47925290e-01 -4.01918758e-01
   5.18611749e-03]
 [ 0.00000000e+00  0.00000000e+00  1.98583687e-01  0.00000000e+00
   1.98583687e-01]
 [ 0.00000000e+00  0.00000000e+00  9.80083935e-01  0.00000000e+00
   9.80083935e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   1.18860537e-16]]",[ 0.00309302 -0.19991262  1.98440767  0.13167456 -1.9945767   0.20748894],0.0,[0.124 0.001 0.05  0.049 0.05 ],0.05,0.14900000000000002,0.274
1393,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,4,1.9352829456329343,True,0.623,"[[ 0.00000000e+00  3.49818412e-01  1.94406390e-01  7.32761111e-01
   3.94586654e-01]
 [ 1.00000000e+00  6.94007671e-01 -1.59176442e-01 -5.99971567e-01
  -3.23080427e-01]
 [ 0.00000000e+00  0.00000000e+00 -7.58589855e-01 -3.21084526e-01
   4.51775071e-03]
 [ 0.00000000e+00  0.00000000e+00  6.33515890e-01  0.00000000e+00
   6.33515890e-01]
 [ 0.00000000e+00  0.00000000e+00  7.73729679e-01  0.00000000e+00
   7.73729679e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   8.32667268e-16]]",[ 0.34031878 -0.68608889  1.89767075  0.00577284 -1.9065292   0.6869895 ],0.0,[0.037 0.006 0.046 0.121 0.046],0.121,0.213,0.256
1394,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,5,1.8359940052032468,True,0.98,"[[ 0.00000000e+00  3.73438186e-01  2.47927345e-01  8.59024631e-01
   4.47456860e-01]
 [ 1.00000000e+00  1.03530041e+00 -1.35553869e-01 -4.69670306e-01
  -2.44646303e-01]
 [ 0.00000000e+00  0.00000000e+00 -1.08753943e+00 -2.03682317e-01
   5.52671581e-03]
 [ 0.00000000e+00  0.00000000e+00  4.79726803e-01  0.00000000e+00
   4.79726803e-01]
 [ 0.00000000e+00  0.00000000e+00  8.77417913e-01  0.00000000e+00
   8.77417913e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   3.46944695e-18]]",[ 0.36273168 -0.50034332  1.77591395  0.31647068 -1.78675086  0.50335552],0.0,[0.033 0.003 0.04  0.001 0.04 ],0.04,0.081,0.11700000000000002
1395,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,6,1.617133855819702,True,0.7959999999999999,"[[ 0.00000000e+00  3.62541071e-01  3.30251627e-01  8.36942178e-01
   4.30229477e-01]
 [ 1.00000000e+00  8.84377051e-01 -2.10190497e-01 -5.32676535e-01
  -2.73821959e-01]
 [ 0.00000000e+00  0.00000000e+00 -9.40743215e-01 -1.25632395e-01
  -4.91240536e-03]
 [ 0.00000000e+00  0.00000000e+00  5.36930711e-01  0.00000000e+00
   5.36930711e-01]
 [ 0.00000000e+00  0.00000000e+00  8.43626346e-01  0.00000000e+00
   8.43626346e-01]
 [ 0.00000000e+00  1.00000000e+00  1.82014321e-17  0.00000000e+00
  -2.08166817e-17]]",[ 0.35214971 -0.56679467  1.69676158  0.14330474 -1.68712926  0.55921583],0.0,[0.035 0.004 0.036 0.044 0.036],0.044000000000000004,0.116,0.155
1396,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,7,2.0353550910949707,True,0.5,"[[ 0.          0.93720969  0.22508085  0.44438665  0.22662474]
 [ 1.          0.65356466 -0.45373577 -0.89582976 -0.45684807]
 [ 0.          0.         -1.13002114 -0.00308967 -0.00557431]
 [ 0.          0.          0.89583404  0.          0.89583404]
 [ 0.          0.          0.44438877  0.          0.44438877]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.94615345 -1.11030448  1.573886    0.3244522  -1.56295577  1.11563873],0.0,[0.009 0.016 0.031 0.001 0.031],0.031,0.063,0.08800000000000001
1397,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,8,1.7268309593200684,True,0.7440000000000001,"[[ 0.00000000e+00  1.08895387e+00  2.94252635e-01  5.31704288e-01
   2.71285244e-01]
 [ 1.00000000e+00  8.83684098e-01 -4.68391255e-01 -8.46366724e-01
  -4.31831769e-01]
 [ 0.00000000e+00  0.00000000e+00 -1.39217711e+00  3.08855834e-02
   5.06353493e-03]
 [ 0.00000000e+00  0.00000000e+00  8.46770696e-01  0.00000000e+00
   8.46770696e-01]
 [ 0.00000000e+00  0.00000000e+00  5.31958071e-01  0.00000000e+00
   5.31958071e-01]
 [ 0.00000000e+00  1.00000000e+00  1.78830142e-18  0.00000000e+00
   0.00000000e+00]]",[ 1.08554398 -1.00988504  1.53990583  0.59790755 -1.54983449  1.01614977],0.0,[0.025 0.013 0.03  0.063 0.03 ],0.063,0.12300000000000001,0.161
1398,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,9,1.6109521389007568,True,0.867,"[[ 0.00000000e+00  1.02409710e+00  3.59774534e-01  6.06592479e-01
   3.09852601e-01]
 [ 1.00000000e+00  9.96220563e-01 -4.70290446e-01 -7.92926181e-01
  -4.05033442e-01]
 [ 0.00000000e+00  0.00000000e+00 -1.41868576e+00  5.75641903e-02
   6.26707568e-03]
 [ 0.00000000e+00  0.00000000e+00  7.94243189e-01  0.00000000e+00
   7.94243189e-01]
 [ 0.00000000e+00  0.00000000e+00  6.07599997e-01  0.00000000e+00
   6.07599997e-01]
 [ 0.00000000e+00  1.00000000e+00 -7.33832571e-18  0.00000000e+00
  -2.49800181e-16]]",[ 1.05589736 -0.91776099  1.5132003   0.62731961 -1.52548899  0.91269091],0.0,[0.021 0.011 0.029 0.078 0.029],0.078,0.136,0.168
1399,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_5,10,1.735159158706665,True,0.349,"[[ 0.00000000e+00  9.57531200e-01  1.98482746e-01  3.21743752e-01
   1.64846963e-01]
 [ 1.00000000e+00  5.05666600e-01 -5.81062699e-01 -9.41912062e-01
  -4.82593189e-01]
 [ 0.00000000e+00  0.00000000e+00 -1.06958109e+00  9.63463842e-02
   5.41225702e-03]
 [ 0.00000000e+00  0.00000000e+00  9.46314444e-01  0.00000000e+00
   9.46314444e-01]
 [ 0.00000000e+00  0.00000000e+00  3.23247542e-01  0.00000000e+00
   3.23247542e-01]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
  -8.02246029e-17]]",[ 0.94160117 -1.24163706  1.47430026  0.28001774 -1.48491273  1.24476152],0.0,[0.008 0.02  0.028 0.005 0.028],0.027999999999999997,0.061,0.08900000000000001
1400,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_7,1,4.228079080581665,True,1.194,"[[ 0.00000000e+00 -2.32256159e-02 -5.27260344e-03  7.96726080e-01
   7.02243136e-01]
 [ 1.00000000e+00  9.91829642e-01  7.84840622e-04 -1.18594732e-01
  -1.04530702e-01]
 [ 0.00000000e+00  0.00000000e+00 -9.77601385e-01 -5.92589946e-01
  -5.28298156e-03]
 [ 0.00000000e+00  0.00000000e+00  1.47230417e-01  0.00000000e+00
   1.47230417e-01]
 [ 0.00000000e+00  0.00000000e+00  9.89102221e-01  0.00000000e+00
   9.89102221e-01]
 [ 0.00000000e+00  1.00000000e+00 -2.08279517e-17  0.00000000e+00
   0.00000000e+00]]",[ 0.01984333 -0.14776759  2.20506669  0.40709277 -2.1976258   0.15013318],0.0,[0.118 0.    0.062 0.003 0.061],0.062,0.126,0.244
1401,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_7,2,1.8309338092803955,True,0.924,"[[ 0.00000000e+00  3.07070785e-01  5.24696431e-02  6.83185596e-01
   6.05215434e-01]
 [ 1.00000000e+00  8.23928464e-01 -3.21801623e-02 -4.19004630e-01
  -3.71184741e-01]
 [ 0.00000000e+00  0.00000000e+00 -8.62896043e-01 -5.98074044e-01
   6.01384620e-03]
 [ 0.00000000e+00  0.00000000e+00  5.22814165e-01  0.00000000e+00
   5.22814165e-01]
 [ 0.00000000e+00  0.00000000e+00  8.52446684e-01  0.00000000e+00
   8.52446684e-01]
 [ 0.00000000e+00  1.00000000e+00 -2.37313278e-17  0.00000000e+00
   0.00000000e+00]]",[ 0.31152398 -0.5501489   2.21189216  0.28418467 -2.22036246  0.55272238],0.0,[0.043 0.004 0.062 0.004 0.062],0.062,0.128,0.175
1402,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_7,3,1.738955020904541,True,0.92,"[[ 0.          0.32541183  0.14457223  0.74186778  0.6111824 ]
 [ 1.          0.88257764 -0.08546331 -0.43855226 -0.3612981 ]
 [ 0.          0.         -0.92535137 -0.50725154 -0.00444529]
 [ 0.          0.          0.50888054  0.          0.50888054]
 [ 0.          0.          0.86083715  0.          0.86083715]
 [ 0.          1.          0.          0.          0.        ]]",[ 0.3136028  -0.53388386  2.10278889  0.26858686 -2.09652787  0.53499139],0.0,[0.042 0.004 0.056 0.007 0.056],0.055999999999999994,0.11900000000000001,0.165
1403,_roll_z_0_1_pitch_y_0_1_pris_z_0_7_pitch_y_0_7,4,1.635653018951416,True,0.7070000000000001,"[[ 0.00000000e+00  2.64976750e-01  1.92448869e-01  6.84869069e-01
   5.83996473e-01]
 [ 1.00000000e+00  6.80437085e-01 -1.33053654e-01 -4.73498923e-01
  -4.03758490e-01]
 [ 0.00000000e+00  0.00000000e+00 -7.10384618e-01 -5.53852984e-01
   5.21555441e-03]
 [ 0.00000000e+00  0.00000000e+00  5.68689273e-01  0.00000000e+00
   5.68689273e-01]
 [ 0.00000000e+00  0.00000000e+00  8.22552436e-01  0.00000000e+00
   8.22552436e-01]
 [ 0.00000000e+00  1.00000000e+00  4.95322689e-17  0.00000000e+00
   0.00000000e+00]]",[ 0.28330254 -0.60491149  2.15778105  0.0594616  -2.16512697  0.61433391],0.0,[0.048 0.005 0.059 0.086 0.059],0.086,0.204,0.257
