,Link2 length,Link3 length,Link4 length,Link5 length,Link6 length,Success_Rates,Manipulability_Rates,Joint2 type_pitch,Joint2 type_pris,Joint2 type_roll,Joint3 type_pitch,Joint3 type_pris,Joint3 type_roll,Joint4 type_pitch,Joint4 type_pris,Joint4 type_roll,Joint5 type_pitch,Joint5 type_pris,Joint5 type_roll,Joint6 type_pitch,Joint6 type_pris,Joint6 type_roll,Joint2 axis_y,Joint2 axis_z,Joint3 axis_x,Joint3 axis_y,Joint3 axis_z,Joint4 axis_x,Joint4 axis_y,Joint4 axis_z,Joint5 axis_x,Joint5 axis_y,Joint5 axis_z,Joint6 axis_x,Joint6 axis_y,Joint6 axis_z,Configuration index
826,0.1,0.1,0.5,0.3,0.5,0.4,0.4630142915732289,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3410
827,0.1,0.1,0.5,0.5,0.1,0.5,1.0022900816865742e-06,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3293
828,0.1,0.1,0.5,0.5,0.7,0.1,4.875506718262015e-06,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,3267
829,0.1,0.1,0.5,0.5,0.1,0.1,0.0002861794399373,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3222
830,0.1,0.1,0.7,0.3,0.7,0.5,3.550616526297209e-05,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3191
831,0.1,0.1,0.7,0.3,0.7,0.2,9.638021033492385e-06,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3315
832,0.1,0.3,0.1,0.7,0.5,0.5,0.35326858532251,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3724
833,0.1,0.3,0.1,0.5,0.5,0.3,0.1390334158767691,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3573
834,0.1,0.3,0.1,0.7,0.1,0.3,0.1390697784483457,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3573
835,0.1,0.3,0.1,0.3,0.5,0.5,0.281940920222923,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3482
836,0.1,0.3,0.3,0.5,0.1,0.6,0.0002839540283791,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3788
837,0.1,0.3,0.5,0.5,0.1,0.2,0.4743114188515275,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3575
838,0.1,0.3,0.7,0.3,0.3,0.2,2.2753916459539564e-06,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,3728
839,0.1,0.3,0.7,0.3,0.5,0.7,0.0003644583406414,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3854
840,0.1,0.3,0.1,0.5,0.7,0.5,9.130081884140457e-06,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3782
841,0.1,0.3,0.3,0.3,0.7,0.5,0.2996077625371627,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3845
842,0.1,0.3,0.5,0.1,0.3,0.4,0.3804601265934675,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,3720
843,0.1,0.3,0.5,0.3,0.5,0.5,8.998859775580176e-06,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3782
844,0.1,0.3,0.7,0.3,0.1,0.4,0.4898188958610488,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3719
845,0.1,0.3,0.7,0.1,0.7,0.5,9.474268154956755e-06,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3538
846,0.1,0.3,0.7,0.1,0.5,0.4,3.6030713004959055e-05,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3481
847,0.1,0.3,0.1,0.1,0.7,0.1,0.4777624712367381,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,3569
848,0.1,0.3,0.3,0.3,0.3,0.3,0.1551343627675389,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3779
849,0.1,0.3,0.5,0.1,0.3,0.5,0.2014676713027866,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3654
850,0.1,0.3,0.5,0.3,0.1,0.5,0.2204093084872341,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3480
851,0.1,0.3,0.7,0.1,0.7,0.5,0.1817947044699916,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3536
852,0.1,0.3,0.7,0.1,0.1,0.5,0.0002173680267431,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3479
853,0.1,0.3,0.7,0.1,0.3,0.5,8.294416880496463e-05,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,3509
854,0.1,0.3,0.3,0.5,0.3,0.3,1.2754618991325771e-05,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3389
855,0.1,0.3,0.3,0.5,0.1,0.3,0.0001818128552074,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3338
856,0.1,0.3,0.5,0.7,0.1,0.7,0.1550380041641546,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,3458
857,0.1,0.3,0.5,0.5,0.3,0.2,2.878191370602642e-06,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3328
858,0.1,0.3,0.1,0.7,0.1,0.6,0.4800626028331485,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3455
859,0.1,0.3,0.1,0.5,0.5,0.1,0.4630142915732286,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3411
860,0.1,0.3,0.5,0.5,0.5,0.3,0.0002867910597803,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3414
861,0.1,0.3,0.5,0.1,0.7,0.4,0.0001818128438886,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3337
862,0.1,0.3,0.5,0.3,0.5,0.2,0.0001818128438887,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3337
863,0.1,0.3,0.1,0.7,0.7,0.4,0.0001901015870689,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,3248
864,0.1,0.3,0.7,0.7,0.1,0.8,0.4767853945159461,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3250
865,0.1,0.3,0.3,0.7,0.5,0.1,1.246193741436823e-11,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3246
866,0.1,0.3,0.1,0.1,0.7,0.5,0.2537853011821706,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3264
867,0.1,0.3,0.1,0.5,0.3,0.5,0.4470711146044279,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3264
868,0.1,0.3,0.5,0.5,0.1,0.5,0.0002089341490412,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,3287
869,0.1,0.3,0.5,0.5,0.3,0.3,0.4630143272696526,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3219
870,0.1,0.3,0.7,0.3,0.1,0.2,0.4630143272696524,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3219
871,0.1,0.5,0.1,0.3,0.3,0.3,0.2701485689052558,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3724
872,0.1,0.5,0.1,0.5,0.5,0.5,2.912650324597471e-09,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3603
873,0.1,0.5,0.3,0.3,0.5,0.7,0.0001296449169392,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,3856
874,0.1,0.5,0.3,0.5,0.5,0.7,0.2725118092461829,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,3852
875,0.1,0.5,0.3,0.5,0.3,0.5,0.3353230616291477,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,3723
876,0.1,0.5,0.3,0.5,0.3,0.5,0.0002837181931638,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,3602
877,0.1,0.5,0.5,0.1,0.3,0.7,0.413424692438293,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,3850
878,0.1,0.5,0.5,0.5,0.3,0.7,0.2316362813188179,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3665
879,0.1,0.5,0.3,0.5,0.3,0.5,2.7180975343742573e-05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3722
880,0.1,0.5,0.3,0.5,0.1,0.7,0.0002868894706312,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3721
881,0.1,0.5,0.5,0.1,0.3,0.5,2.015788404133554e-05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3721
882,0.1,0.5,0.5,0.1,0.1,0.5,0.4932290193465838,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3658
883,0.1,0.5,0.5,0.5,0.3,0.7,1.422423160402368e-05,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3537
884,0.1,0.5,0.1,0.3,0.7,0.1,0.247672697296904,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3779
885,0.1,0.5,0.1,0.5,0.1,0.5,0.2785268542053599,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3839
886,0.1,0.5,0.1,0.3,0.7,0.5,0.4971668867566233,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,3649
887,0.1,0.5,0.1,0.3,0.5,0.1,0.4630143272696523,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,3597
888,0.1,0.5,0.1,0.3,0.3,0.2,0.2477372278977398,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3511
889,0.1,0.5,0.3,0.7,0.3,0.4,7.417497143909321e-06,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3599
890,0.1,0.5,0.5,0.5,0.3,0.1,0.2476739843386613,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3511
891,0.1,0.5,0.7,0.5,0.1,0.5,0.5166293612862344,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,3775
892,0.1,0.5,0.1,0.5,0.3,0.2,0.000275529722784,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3338
893,0.1,0.5,0.1,0.3,0.3,0.4,0.0001818128416211,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3414
894,0.1,0.5,0.1,0.7,0.5,0.5,0.5166293620940589,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3451
895,0.1,0.5,0.3,0.1,0.7,0.3,0.4833508791307928,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3349
896,0.1,0.5,0.3,0.1,0.5,0.4,0.4630141916663926,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3336
897,0.1,0.5,0.5,0.3,0.3,0.2,0.0001858586164273,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3454
898,0.1,0.5,0.5,0.3,0.5,0.4,0.4733173777560662,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3451
899,0.1,0.5,0.7,0.5,0.1,0.3,0.6462841200566188,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3452
900,0.1,0.5,0.1,0.5,0.1,0.7,0.0001478354954783,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3318
901,0.1,0.5,0.1,0.5,0.1,0.7,3.968702659047578e-06,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3293
902,0.1,0.5,0.1,0.5,0.5,0.6,3.968702658999066e-06,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3293
903,0.1,0.5,0.1,0.5,0.1,0.3,0.4960060094616234,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3208
904,0.1,0.5,0.5,0.1,0.1,0.6,0.4960241682378963,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3250
905,0.1,0.5,0.5,0.1,0.7,0.5,3.970210196214552e-06,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3184
906,0.1,0.5,0.1,0.3,0.7,0.4,0.2145807901704301,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3266
907,0.1,0.5,0.1,0.1,0.5,0.1,1.948642542808528e-12,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3220
908,0.1,0.5,0.3,0.3,0.7,0.3,0.2145807901709447,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3266
909,0.1,0.5,0.3,0.3,0.1,0.1,1.477998737092808e-05,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3265
910,0.1,0.5,0.3,0.5,0.1,0.3,1.477998740182711e-05,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3265
911,0.1,0.5,0.1,0.3,0.3,0.6,0.4545075497049925,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3313
912,0.1,0.5,0.3,0.1,0.7,0.3,0.4641706348730293,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3244
913,0.1,0.5,0.3,0.7,0.1,0.7,5.934430630991218e-06,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3182
914,0.1,0.5,0.7,0.1,0.5,0.7,9.294785108008188e-06,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3312
915,0.1,0.7,0.1,0.3,0.3,0.6,3.669093508402702e-05,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,3664
916,0.1,0.7,0.1,0.1,0.5,0.7,0.3494833519430747,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3540
917,0.1,0.7,0.3,0.3,0.1,0.6,0.5220654889933879,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3482
918,0.1,0.7,0.5,0.3,0.3,0.8,0.0001627660990507,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3857
919,0.1,0.7,0.5,0.5,0.1,0.4,0.0002426173341157,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,3518
920,0.1,0.7,0.7,0.1,0.1,0.5,0.0001818128438887,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3606
921,0.1,0.7,0.1,0.3,0.3,0.7,0.5186504606696459,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3513
922,0.1,0.7,0.3,0.1,0.1,0.7,3.6797445627685415e-05,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3843
923,0.1,0.7,0.3,0.1,0.5,0.7,1.052422990459685e-05,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3843
924,0.1,0.7,0.3,0.3,0.3,0.7,0.5342374911017523,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3845
925,0.1,0.7,0.3,0.5,0.3,0.6,3.679744185969042e-05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3717
926,0.1,0.7,0.1,0.3,0.5,0.7,5.452216960632362e-06,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,3509
927,0.1,0.7,0.3,0.1,0.7,0.4,0.4733173124044906,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,3775
928,0.1,0.7,0.3,0.1,0.5,0.7,0.3786790931544183,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3714
929,0.1,0.7,0.7,0.1,0.1,0.7,0.0002929279279849,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3777
930,0.1,0.7,0.7,0.1,0.3,0.7,2.5870286971635973e-05,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3479
931,0.1,0.7,0.1,0.1,0.7,0.1,5.661879973665496e-10,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3457
932,0.1,0.7,0.5,0.1,0.1,0.7,7.3849951296632065e-06,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3461
933,0.1,0.7,0.1,0.5,0.5,0.5,0.5238144396720009,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3448
934,0.1,0.7,0.1,0.1,0.5,0.5,0.5269455441365232,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3350
935,0.1,0.7,0.1,0.7,0.3,0.1,0.4630142915732286,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3335
936,0.1,0.7,0.1,0.3,0.1,0.7,5.452544344913374e-06,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3184
937,0.1,0.7,0.3,0.1,0.1,0.3,0.3293121821807783,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3266
938,0.1,0.7,0.3,0.3,0.5,0.7,3.5723830408937804e-05,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3291
939,0.1,0.7,0.5,0.1,0.3,0.1,0.3293705591383451,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3266
940,0.1,0.7,0.1,0.5,0.3,0.7,0.6941306458956684,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3313
941,0.1,0.7,0.1,0.3,0.7,0.7,0.552160843517812,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3245
942,0.1,0.1,0.1,0.7,0.5,0.3,0.46417038434461,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,3767
943,0.1,0.1,0.3,0.3,0.5,0.1,0.475452784672801,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,3563
944,0.1,0.1,0.3,0.7,0.7,0.1,0.5082879880554181,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,3564
945,0.1,0.1,0.5,0.1,0.7,0.5,0.3587719165820495,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,3477
946,0.1,0.1,0.7,0.1,0.5,0.4,0.4139329099070505,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,3770
947,0.1,0.1,0.7,0.1,0.7,0.5,0.0001968329276849,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,3766
948,0.1,0.1,0.7,0.1,0.3,0.1,0.4653496986653163,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,3564
949,0.1,0.1,0.7,0.1,0.3,0.5,0.4278233378893319,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3507
950,0.1,0.1,0.1,0.7,0.5,0.6,2.700261637371755e-09,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3634
951,0.1,0.1,0.1,0.7,0.5,0.7,0.0898234696267263,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,3633
952,0.1,0.1,0.1,0.7,0.5,0.1,3.4753642469489256e-12,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3586
953,0.1,0.1,0.5,0.1,0.5,0.4,0.4673505043167233,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,3761
954,0.1,0.1,0.5,0.3,0.7,0.5,0.0918242923266796,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,3827
955,0.1,0.1,0.5,0.5,0.1,0.5,0.513863332300665,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,3828
956,0.1,0.1,0.5,0.5,0.1,0.5,0.2871590072456364,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3700
957,0.1,0.1,0.5,0.1,0.7,0.3,0.0003157387126055,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,3587
958,0.1,0.1,0.7,0.5,0.5,0.5,0.3771316422732186,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3825
959,0.1,0.1,0.7,0.3,0.1,0.5,0.089823991741955,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3636
960,0.1,0.1,0.7,0.5,0.3,0.4,4.169096527908796e-05,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3472
961,0.1,0.1,0.3,0.5,0.7,0.3,0.1802784775105597,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,3816
962,0.1,0.1,0.3,0.1,0.7,0.1,5.438611496942154e-13,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3497
963,0.1,0.1,0.3,0.7,0.7,0.3,4.215288785091717e-05,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,3496
964,0.1,0.1,0.5,0.3,0.5,0.5,0.1243103953997117,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,3817
965,0.1,0.1,0.5,0.7,0.1,0.4,0.0648220184977502,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,3752
966,0.1,0.1,0.1,0.5,0.7,0.3,0.0003191755820471,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,3407
