,Link2 length,Link3 length,Link4 length,Link5 length,Link6 length,Success_Rates,Manipulability_Rates,Joint2 type_pitch,Joint2 type_pris,Joint2 type_roll,Joint3 type_pitch,Joint3 type_pris,Joint3 type_roll,Joint4 type_pitch,Joint4 type_pris,Joint4 type_roll,Joint5 type_pitch,Joint5 type_pris,Joint5 type_roll,Joint6 type_pitch,Joint6 type_pris,Joint6 type_roll,Joint2 axis_y,Joint2 axis_z,Joint3 axis_x,Joint3 axis_y,Joint3 axis_z,Joint4 axis_x,Joint4 axis_y,Joint4 axis_z,Joint5 axis_x,Joint5 axis_y,Joint5 axis_z,Joint6 axis_x,Joint6 axis_y,Joint6 axis_z
1546,0.1,0.5,0.5,0.3,0.5,0.3,6.211001623804678e-09,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1547,0.1,0.5,0.7,0.3,0.3,0.5,4.1896329973515635e-10,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1548,0.1,0.5,0.7,0.3,0.1,0.1,4.57204396600411e-06,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1549,0.1,0.5,0.7,0.1,0.5,0.5,2.0085736598287802e-05,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1550,0.1,0.5,0.1,0.5,0.3,0.3,0.003009678133987918,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1551,0.1,0.5,0.1,0.7,0.3,0.1,0.0030096828844321053,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1552,0.1,0.5,0.3,0.3,0.1,0.2,0.04630250258876678,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1553,0.1,0.5,0.3,0.7,0.1,0.5,7.2691466940416e-06,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1554,0.1,0.5,0.7,0.5,0.1,0.1,0.0463024992820349,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1555,0.1,0.5,0.7,0.3,0.1,0.1,1.6354313988192112e-12,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1556,0.1,0.5,0.1,0.3,0.3,0.1,3.110690092230554e-05,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
1557,0.1,0.5,0.3,0.7,0.3,0.3,5.626606475548196e-07,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1558,0.1,0.5,0.1,0.1,0.7,0.3,1.9685831981584925e-09,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1559,0.1,0.5,0.3,0.3,0.5,0.2,4.160200538656386e-10,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1560,0.1,0.5,0.3,0.3,0.3,0.2,0.0001333938136746607,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1561,0.1,0.5,0.3,0.1,0.5,0.4,0.0001012382139870203,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1562,0.1,0.5,0.3,0.3,0.5,0.4,2.2128706798639786e-09,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1563,0.1,0.5,0.5,0.3,0.1,0.3,4.751745352092456e-09,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1564,0.1,0.5,0.5,0.3,0.3,0.5,1.7333948626408988e-06,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1565,0.1,0.5,0.5,0.1,0.7,0.1,2.550275980147921e-11,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1566,0.1,0.5,0.7,0.1,0.1,0.2,0.00023229862072293527,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1567,0.1,0.7,0.1,0.3,0.7,0.3,0.02543707868823801,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1568,0.1,0.7,0.1,0.3,0.3,0.1,8.360363525443467e-07,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1569,0.1,0.7,0.1,0.7,0.3,0.4,7.679172120456739e-07,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1570,0.1,0.7,0.1,0.7,0.1,0.4,1.8073708379204983e-09,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1571,0.1,0.7,0.3,0.1,0.3,0.2,2.3180797887665298e-07,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1572,0.1,0.7,0.3,0.7,0.1,0.4,1.4856070931587608e-05,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1573,0.1,0.7,0.3,0.7,0.1,0.4,0.2738442223906312,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1574,0.1,0.7,0.5,0.1,0.1,0.4,1.3387683288037115e-05,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1575,0.1,0.7,0.5,0.1,0.5,0.1,1.9570977033380407e-11,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1576,0.1,0.7,0.5,0.1,0.1,0.2,1.039782371552892e-08,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1577,0.1,0.7,0.5,0.1,0.3,0.2,3.1523285927074175e-05,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1578,0.1,0.7,0.5,0.3,0.3,0.2,7.164223390975836e-05,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1579,0.1,0.7,0.7,0.3,0.1,0.1,5.812107757394701e-09,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1580,0.1,0.7,0.7,0.1,0.3,0.5,3.6555748382207387e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1581,0.1,0.7,0.3,0.5,0.3,0.1,0.0030097683857116505,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1582,0.1,0.7,0.1,0.5,0.5,0.3,6.146781307968329e-09,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1583,0.1,0.7,0.1,0.3,0.1,0.2,1.1285702312900088e-09,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1584,0.1,0.1,0.1,0.7,0.3,0.5,6.95501602835941e-05,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1585,0.1,0.1,0.3,0.3,0.5,0.5,9.654831120416083e-05,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1586,0.1,0.1,0.3,0.3,0.7,0.5,0.00013662149849077754,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1587,0.1,0.1,0.5,0.5,0.3,0.5,4.390471309710892e-05,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1588,0.1,0.1,0.5,0.5,0.1,0.5,0.0002428344230905166,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1589,0.1,0.1,0.5,0.3,0.3,0.5,3.4596186394200374e-09,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1590,0.1,0.1,0.5,0.5,0.3,0.6,0.0001622274583897284,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1591,0.1,0.1,0.7,0.5,0.5,0.6,0.1023209290814612,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1592,0.1,0.1,0.7,0.7,0.1,0.1,8.79282792215395e-13,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1593,0.1,0.1,0.7,0.5,0.1,0.5,0.00024966188228800343,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1594,0.1,0.1,0.1,0.3,0.7,0.3,5.12362071747371e-07,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1595,0.1,0.1,0.1,0.7,0.5,0.1,6.021926427366276e-06,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1596,0.1,0.1,0.1,0.3,0.7,0.5,4.921376297007516e-07,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1597,0.1,0.1,0.3,0.5,0.5,0.5,0.4054769030967861,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1598,0.1,0.1,0.3,0.7,0.7,0.1,0.04352341981161339,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1599,0.1,0.1,0.3,0.5,0.3,0.5,9.608840618518575e-05,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1600,0.1,0.1,0.5,0.5,0.5,0.5,0.043523350114895346,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1601,0.1,0.1,0.5,0.5,0.1,0.2,0.04616348400668735,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1602,0.1,0.1,0.5,0.7,0.5,0.7,0.11718828616822771,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1603,0.1,0.1,0.5,0.5,0.5,0.7,0.256117625010438,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1604,0.1,0.1,0.5,0.7,0.1,0.6,0.11719020667016067,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1605,0.1,0.1,0.5,0.1,0.5,0.5,0.00032142057530996557,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1606,0.1,0.1,0.5,0.3,0.5,0.6,0.0001717072990458711,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1607,0.1,0.1,0.5,0.5,0.1,0.5,0.00018256912682389014,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1608,0.1,0.1,0.7,0.3,0.1,0.7,0.4977346142695442,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1609,0.1,0.1,0.7,0.7,0.3,0.7,0.3479165420071398,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1610,0.1,0.1,0.7,0.3,0.3,0.6,0.00022459596883874582,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1611,0.1,0.1,0.1,0.7,0.7,0.4,0.00010500422709264939,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1612,0.1,0.1,0.3,0.7,0.3,0.5,3.782858486455757e-13,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
1613,0.1,0.1,0.5,0.5,0.3,0.7,1.7299713105152406e-07,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
1614,0.1,0.1,0.7,0.3,0.5,0.7,6.053933748821109e-10,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
1615,0.1,0.1,0.3,0.1,0.7,0.4,4.692689049677694e-08,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1616,0.1,0.1,0.3,0.7,0.1,0.7,5.571339397525987e-13,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1617,0.1,0.1,0.3,0.7,0.3,0.5,0.00012484299874988565,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1618,0.1,0.1,0.5,0.5,0.1,0.4,4.1595056281608855e-07,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1619,0.1,0.1,0.5,0.5,0.5,0.5,2.982891040830984e-11,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1620,0.1,0.1,0.7,0.7,0.3,0.4,1.495804567387463e-09,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1621,0.1,0.1,0.7,0.1,0.7,0.5,2.4281391013885248e-09,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1622,0.1,0.1,0.7,0.5,0.3,0.1,2.0618446650777107e-09,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1623,0.1,0.3,0.1,0.1,0.7,0.5,0.019025101811384275,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1624,0.1,0.3,0.1,0.1,0.7,0.1,6.880594233031202e-09,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1625,0.1,0.3,0.3,0.5,0.1,0.4,0.0001346502542103919,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1626,0.1,0.3,0.3,0.3,0.3,0.5,0.19025101121921023,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1627,0.1,0.3,0.3,0.7,0.1,0.6,4.992202959459287e-06,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1628,0.1,0.3,0.3,0.7,0.1,0.1,0.00019958578865647496,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1629,0.1,0.3,0.3,0.3,0.7,0.3,0.00013096923630568556,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1630,0.1,0.3,0.3,0.7,0.3,0.7,4.535822082632683e-07,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1631,0.1,0.3,0.5,0.7,0.3,0.7,0.0004140071778141419,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1632,0.1,0.3,0.5,0.1,0.7,0.3,6.669034151067533e-06,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1633,0.1,0.3,0.5,0.3,0.1,0.2,0.00033379179935352803,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1634,0.1,0.3,0.5,0.3,0.3,0.3,0.0001080476812298408,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1635,0.1,0.3,0.5,0.7,0.1,0.8,1.2013502009888674e-12,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1636,0.1,0.3,0.5,0.3,0.3,0.5,2.143451855942253e-06,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1637,0.1,0.3,0.5,0.7,0.3,0.5,0.19025099078339103,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1638,0.1,0.3,0.7,0.1,0.5,0.5,0.190251008803554,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1639,0.1,0.3,0.7,0.1,0.5,0.5,2.074928597204506e-08,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1640,0.1,0.3,0.1,0.5,0.7,0.3,0.00031821211197132973,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1641,0.1,0.3,0.1,0.5,0.3,0.1,3.2314272440312866e-05,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1642,0.1,0.3,0.1,0.1,0.7,0.3,0.09022868754044851,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1643,0.1,0.3,0.3,0.5,0.7,0.1,0.00013962311615023102,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1644,0.1,0.3,0.3,0.3,0.5,0.1,0.4640360344610288,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1645,0.1,0.3,0.5,0.1,0.3,0.5,0.04352461594945648,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1646,0.1,0.3,0.5,0.5,0.3,0.7,0.00034231169613235525,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1647,0.1,0.3,0.5,0.7,0.3,0.5,0.00019963182199699667,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1648,0.1,0.3,0.5,0.5,0.3,0.5,0.20606011932918553,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1649,0.1,0.3,0.5,0.1,0.7,0.3,1.7869861575816686e-08,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1650,0.1,0.3,0.5,0.1,0.7,0.5,3.5107969054796273e-06,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1651,0.1,0.3,0.5,0.7,0.1,0.6,0.0004123203073737676,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1652,0.1,0.3,0.7,0.3,0.3,0.7,0.20606011931416574,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1653,0.1,0.3,0.7,0.3,0.1,0.1,0.0002087404522714514,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1654,0.1,0.3,0.7,0.7,0.1,0.8,0.00036954697576693947,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1655,0.1,0.3,0.1,0.7,0.5,0.5,8.37186333419163e-13,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
1656,0.1,0.3,0.3,0.5,0.3,0.5,3.7928444004526586e-13,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1657,0.1,0.3,0.7,0.1,0.5,0.7,7.271465469419965e-10,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
1658,0.1,0.3,0.1,0.5,0.5,0.4,7.63564471576171e-09,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1659,0.1,0.3,0.3,0.1,0.7,0.5,0.00019114764241751013,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1660,0.1,0.3,0.5,0.7,0.1,0.5,0.0002169017815587908,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1661,0.1,0.3,0.7,0.3,0.3,0.4,2.119926267437556e-11,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1662,0.1,0.3,0.7,0.5,0.1,0.5,6.970672744142271e-09,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1663,0.1,0.3,0.7,0.1,0.3,0.4,3.5290024374716576e-05,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1664,0.1,0.5,0.1,0.3,0.3,0.5,2.8736639126991123e-06,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1665,0.1,0.5,0.1,0.5,0.3,0.5,0.00014086400919039046,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1666,0.1,0.5,0.1,0.7,0.5,0.5,1.0649055025749965e-10,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1667,0.1,0.5,0.1,0.7,0.5,0.7,0.00025283390595936677,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1668,0.1,0.5,0.1,0.5,0.1,0.1,0.00020677639898908555,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1669,0.1,0.5,0.1,0.5,0.3,0.7,0.00023733347058809106,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1670,0.1,0.5,0.1,0.7,0.1,0.7,1.693334685627637e-08,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1671,0.1,0.5,0.1,0.3,0.5,0.2,4.486098884290696e-13,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1672,0.1,0.5,0.3,0.3,0.3,0.5,2.6957088824651317e-13,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1673,0.1,0.5,0.3,0.3,0.7,0.5,5.916728625035872e-13,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1674,0.1,0.5,0.3,0.1,0.7,0.2,7.056221953469159e-13,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1675,0.1,0.5,0.3,0.7,0.3,0.3,0.00019097555085726125,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1676,0.1,0.5,0.3,0.7,0.1,0.7,0.0002640388891523664,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1677,0.1,0.5,0.5,0.1,0.3,0.3,0.000304378182547012,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1678,0.1,0.5,0.5,0.1,0.5,0.5,2.8539779642737196e-07,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1679,0.1,0.5,0.5,0.1,0.3,0.2,1.801929534977806e-08,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1680,0.1,0.5,0.5,0.7,0.1,0.7,0.00036588889379990153,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1681,0.1,0.5,0.7,0.3,0.1,0.5,8.815515138024226e-13,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1682,0.1,0.5,0.1,0.5,0.7,0.5,0.30190520826032957,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1683,0.1,0.5,0.1,0.5,0.1,0.5,0.046163836290247375,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1684,0.1,0.5,0.1,0.5,0.7,0.1,0.4640359472392877,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1685,0.1,0.5,0.1,0.1,0.7,0.5,0.00022060295228538076,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1686,0.1,0.5,0.1,0.3,0.7,0.3,0.00020258098427449242,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1687,0.1,0.5,0.1,0.3,0.5,0.4,0.00020778652280420865,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
