,Link2 length,Link3 length,Link4 length,Link5 length,Link6 length,Success_Rates,Manipulability_Rates,Joint2 type_pitch,Joint2 type_pris,Joint2 type_roll,Joint3 type_pitch,Joint3 type_pris,Joint3 type_roll,Joint4 type_pitch,Joint4 type_pris,Joint4 type_roll,Joint5 type_pitch,Joint5 type_pris,Joint5 type_roll,Joint6 type_pitch,Joint6 type_pris,Joint6 type_roll,Joint2 axis_y,Joint2 axis_z,Joint3 axis_x,Joint3 axis_y,Joint3 axis_z,Joint4 axis_x,Joint4 axis_y,Joint4 axis_z,Joint5 axis_x,Joint5 axis_y,Joint5 axis_z,Joint6 axis_x,Joint6 axis_y,Joint6 axis_z
28,0.1,0.1,0.3,0.1,0.7,0.5,0.0001475868203052106,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
29,0.1,0.1,0.5,0.3,0.5,0.3,0.3248640392675762,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
30,0.1,0.1,0.5,0.7,0.3,0.6,0.05625303654151203,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
31,0.1,0.1,0.5,0.7,0.1,0.6,0.41412816936322977,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
32,0.1,0.1,0.5,0.1,0.7,0.5,0.06394858539205953,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
33,0.1,0.1,0.5,0.7,0.3,0.5,0.0640023247404052,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
34,0.1,0.1,0.5,0.5,0.7,0.2,0.4641704544021428,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
35,0.1,0.1,0.5,0.7,0.3,0.7,0.27152532328564305,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
36,0.1,0.1,0.5,0.1,0.5,0.3,0.028536384500980377,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
37,0.1,0.1,0.7,0.5,0.3,0.7,0.055129736322004866,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
38,0.1,0.1,0.7,0.7,0.3,0.1,0.08741528238167721,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
39,0.1,0.1,0.7,0.3,0.1,0.1,0.19447757507653674,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
40,0.1,0.1,0.7,0.5,0.3,0.5,0.33824511346832675,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
41,0.1,0.1,0.7,0.1,0.3,0.5,0.03286698235932187,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
42,0.1,0.1,0.7,0.3,0.3,0.5,0.04584626703930876,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
43,0.1,0.1,0.1,0.7,0.7,0.3,0.07401174915866633,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
44,0.1,0.1,0.1,0.3,0.7,0.3,0.46487101763252536,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
45,0.1,0.1,0.3,0.7,0.5,0.5,0.018349165556289477,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
46,0.1,0.1,0.3,0.7,0.7,0.7,0.0368346571282912,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
47,0.1,0.1,0.3,0.7,0.7,0.5,0.04005178410618615,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
48,0.1,0.1,0.3,0.3,0.7,0.5,0.026767207789854468,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
49,0.1,0.1,0.5,0.7,0.1,0.6,0.00924828273144704,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
50,0.1,0.1,0.5,0.5,0.5,0.1,0.0376941342953728,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
51,0.1,0.1,0.5,0.5,0.1,0.5,0.02343906216977639,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
52,0.1,0.1,0.5,0.7,0.3,0.6,0.07032487258746405,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
53,0.1,0.1,0.5,0.7,0.5,0.7,0.11829927670195947,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
54,0.1,0.1,0.5,0.5,0.3,0.6,0.027637935560573992,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
55,0.1,0.1,0.5,0.1,0.5,0.5,0.21509367126425277,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
56,0.1,0.1,0.7,0.7,0.3,0.3,0.010352388635658098,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
57,0.1,0.1,0.7,0.3,0.5,0.1,0.03231438258269987,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
58,0.1,0.1,0.7,0.5,0.3,0.6,0.04634876712371697,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
59,0.1,0.1,0.7,0.3,0.1,0.5,0.018933783742284233,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
60,0.1,0.1,0.1,0.7,0.5,0.1,0.10878133932738634,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
61,0.1,0.1,0.3,0.5,0.5,0.1,0.18239578653113359,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
62,0.1,0.1,0.3,0.7,0.7,0.5,0.22971918284427434,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
63,0.1,0.1,0.5,0.1,0.5,0.5,0.3422230636127681,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
64,0.1,0.1,0.7,0.7,0.3,0.8,0.39367870826085216,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
65,0.1,0.1,0.7,0.1,0.7,0.7,0.00036124897605206035,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
66,0.1,0.1,0.7,0.3,0.5,0.1,0.5185068608612693,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
67,0.1,0.1,0.7,0.3,0.7,0.3,0.3977968328044281,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0
68,0.1,0.1,0.7,0.5,0.3,0.7,0.5069365300794728,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
69,0.1,0.1,0.7,0.7,0.1,0.7,0.5365861114590901,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
70,0.1,0.1,0.7,0.1,0.5,0.1,0.518545024929078,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
71,0.1,0.1,0.7,0.5,0.3,0.7,0.1216700093481888,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
72,0.1,0.1,0.3,0.3,0.5,0.1,0.20209786373193225,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
73,0.1,0.1,0.5,0.7,0.3,0.7,0.2847224935608173,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
74,0.1,0.1,0.5,0.1,0.7,0.5,0.31405809057710143,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
75,0.1,0.1,0.7,0.5,0.1,0.7,5.4891903593653975e-06,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
76,0.1,0.1,0.7,0.5,0.3,0.7,0.5196678280069752,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
77,0.1,0.1,0.7,0.7,0.3,0.7,0.43997881593403976,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
78,0.1,0.1,0.7,0.3,0.3,0.6,0.5062296533982076,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
79,0.1,0.1,0.1,0.7,0.5,0.1,0.09267723166772403,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
80,0.1,0.1,0.1,0.7,0.5,0.3,0.04352425197286619,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
81,0.1,0.1,0.1,0.5,0.7,0.1,0.03935596373598265,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
82,0.1,0.1,0.3,0.7,0.7,0.7,0.25456655285672614,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
83,0.1,0.1,0.3,0.7,0.3,0.5,0.030466926234120843,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
84,0.1,0.1,0.3,0.5,0.5,0.4,0.0003182373996327927,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
85,0.1,0.1,0.3,0.7,0.7,0.5,0.017416483860734876,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
86,0.1,0.1,0.5,0.1,0.5,0.3,0.32417999757113153,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
87,0.1,0.1,0.5,0.1,0.5,0.5,0.00020933936102541885,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
88,0.1,0.1,0.5,0.7,0.3,0.7,0.3380051482751745,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
89,0.1,0.1,0.5,0.5,0.1,0.1,0.27777737620715165,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
90,0.1,0.1,0.5,0.7,0.1,0.7,0.00019326624136835013,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
91,0.1,0.1,0.7,0.3,0.7,0.7,0.03544821441781901,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1
92,0.1,0.1,0.7,0.3,0.5,0.1,0.039388651892502485,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
93,0.1,0.1,0.7,0.7,0.1,0.4,0.06528370385195066,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
94,0.1,0.1,0.1,0.3,0.7,0.3,0.06347777576837908,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
95,0.1,0.1,0.1,0.7,0.7,0.1,0.470183505621103,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
96,0.1,0.1,0.3,0.3,0.5,0.5,0.03853509262387744,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
97,0.1,0.1,0.3,0.5,0.3,0.5,0.015577125105103137,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
98,0.1,0.1,0.3,0.7,0.7,0.3,0.01468961058509863,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
99,0.1,0.1,0.3,0.5,0.3,0.1,0.1254203097586583,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
100,0.1,0.1,0.5,0.5,0.5,0.3,0.015580125998288537,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
101,0.1,0.1,0.5,0.3,0.3,0.1,0.4701834115110388,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
102,0.1,0.1,0.5,0.7,0.3,0.4,0.4701847784642914,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
103,0.1,0.1,0.7,0.3,0.1,0.1,1.5667282264949833e-06,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
104,0.1,0.1,0.7,0.5,0.1,0.1,0.06346868769740747,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
105,0.1,0.1,0.7,0.1,0.7,0.1,0.12544326997278335,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
106,0.1,0.1,0.1,0.5,0.5,0.5,0.013889841144839175,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
107,0.1,0.1,0.3,0.7,0.3,0.5,0.0038248418351514023,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
108,0.1,0.1,0.3,0.7,0.7,0.3,0.04362397287481968,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
109,0.1,0.1,0.3,0.5,0.3,0.5,0.004355657688900267,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
110,0.1,0.1,0.3,0.5,0.3,0.3,0.01505456346567703,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
111,0.1,0.1,0.5,0.1,0.7,0.5,0.006155452895033481,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
112,0.1,0.1,0.5,0.3,0.5,0.5,0.03972523744206383,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
113,0.1,0.1,0.5,0.5,0.1,0.1,0.046301521010079554,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
114,0.1,0.1,0.5,0.7,0.3,0.7,0.6152440080216574,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
115,0.1,0.1,0.5,0.5,0.5,0.5,0.025737860519371943,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
116,0.1,0.1,0.7,0.1,0.3,0.5,0.05196292021581155,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
117,0.1,0.1,0.7,0.3,0.3,0.5,0.05195075788276439,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
118,0.1,0.1,0.7,0.7,0.1,0.3,0.03076940896330821,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
119,0.1,0.1,0.7,0.7,0.1,0.5,0.003824700276617862,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
120,0.1,0.1,0.7,0.1,0.5,0.5,0.004630714906190371,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
121,0.1,0.1,0.7,0.1,0.5,0.5,0.008889701666283676,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
122,0.1,0.1,0.3,0.3,0.5,0.5,0.20339968373476697,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
123,0.1,0.1,0.5,0.3,0.5,0.5,0.04727652332876207,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
124,0.1,0.1,0.5,0.5,0.1,0.5,0.041519047942470404,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
125,0.1,0.1,0.5,0.7,0.3,0.1,0.04973888606485876,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
126,0.1,0.1,0.7,0.3,0.3,0.2,0.04286542088831078,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
127,0.1,0.3,0.1,0.5,0.7,0.4,0.1962588113574272,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
128,0.1,0.3,0.1,0.5,0.7,0.5,0.01884346611917265,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
129,0.1,0.3,0.1,0.1,0.7,0.5,0.19490157343378106,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
130,0.1,0.3,0.1,0.5,0.5,0.3,0.18519136237974354,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
131,0.1,0.3,0.3,0.7,0.5,0.7,0.11131249258699044,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
132,0.1,0.3,0.3,0.3,0.7,0.5,0.208614170467739,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
133,0.1,0.3,0.3,0.3,0.7,0.5,0.20295998731527584,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
134,0.1,0.3,0.5,0.1,0.7,0.3,0.1546980102612175,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0
135,0.1,0.3,0.5,0.5,0.1,0.3,0.293996131048184,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
136,0.1,0.3,0.7,0.3,0.5,0.2,0.22672604600727622,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
137,0.1,0.3,0.7,0.5,0.1,0.5,0.2421884810818191,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
138,0.1,0.3,0.7,0.1,0.7,0.5,0.20371095950296378,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
